Vector,Labels
"[-0.07582145 -0.0377589  -0.00883658  0.07718346 -0.18868893  0.04615906
 -0.06110606  0.04586903 -0.13432564  0.02682294 -0.056243    0.09737507
 -0.133184   -0.01295604 -0.0237833   0.0214877  -0.02590558 -0.02459111
  0.16756669  0.13782488 -0.08425683 -0.11385058  0.05334995 -0.00074907
  0.02782514 -0.00123598 -0.04806796  0.06605855 -0.17549044  0.04523326
 -0.01518963 -0.04605801 -0.15641241 -0.17273203 -0.10275795  0.02536706
 -0.04639354  0.13340594  0.00551131  0.00592301  0.07309656 -0.09336669
 -0.06351683  0.10383244 -0.02811849 -0.03683118 -0.11250352 -0.09469673
 -0.01322111  0.15758294 -0.02350211 -0.06166734  0.02341407  0.00717436
 -0.10315766  0.05601759  0.03392109 -0.05655267  0.05505455 -0.00965003
 -0.2147084  -0.07260642 -0.00487651  0.00514259  0.09257142 -0.00450571
 -0.12345714  0.12316154  0.0727159  -0.04201885 -0.08786149  0.00105157
  0.11871504 -0.01374604 -0.06606478  0.11164453  0.0716175   0.00956972
 -0.02576008  0.09840845  0.01342342 -0.15883659  0.00950836  0.02164019
 -0.0549624  -0.01010018  0.10315307  0.05848075 -0.10391726  0.01816084
  0.04756054  0.04469534 -0.08265478  0.18065251 -0.13977851  0.05858823
  0.02391193 -0.08959586 -0.07488933 -0.10738353  0.19452882 -0.00983502
 -0.01521548 -0.0644803   0.12445609  0.05195908 -0.31916067  0.01592743
 -0.03045492  0.10708104 -0.06306037 -0.01899092  0.08702811 -0.02839804
  0.2598001   0.05004003  0.06363974  0.00224269 -0.10453326 -0.03226622
  0.07995238 -0.02901177 -0.0651152  -0.04835846  0.00832641 -0.04671451
  0.01122833  0.03227753]",9
"[-0.08658098 -0.03166676 -0.02204352  0.06578722 -0.19151549  0.05440738
 -0.06944201  0.05616492 -0.13901737  0.0264787  -0.04522984  0.11309817
 -0.14738953 -0.00745934 -0.01767894  0.0182653  -0.03572919 -0.00722973
  0.16075046  0.13032202 -0.06412433 -0.1069561   0.02644031 -0.00054815
  0.04517212  0.00846481 -0.04316732  0.0545106  -0.18303905  0.063334
  0.00955561 -0.05997847 -0.15774372 -0.1643976  -0.09717042  0.01410946
 -0.06389897  0.12137046  0.00515685  0.00549895  0.06015718 -0.0953456
 -0.04515941  0.11745867 -0.04197521 -0.05502344 -0.11416516 -0.07346893
  0.00432054  0.15545127 -0.02369289 -0.07156506  0.03190057  0.00099215
 -0.09820045  0.06839178  0.0449835  -0.07475095  0.05165963 -0.01302508
 -0.20840292 -0.05356234 -0.01748207  0.01419394  0.07232773 -0.01085318
 -0.13539077  0.11924045  0.07330737 -0.03788573 -0.09898663  0.00426293
  0.10776117 -0.01849165 -0.0415656   0.12864324  0.06489939  0.02604782
 -0.02647956  0.10575638  0.03086632 -0.14159115  0.01612778  0.03200506
 -0.06413952 -0.00284666  0.09497995  0.06055075 -0.0891782   0.01181537
  0.03754259  0.04452552 -0.06545644  0.18326735 -0.15940617  0.05054833
  0.04187823 -0.08933394 -0.06636602 -0.10714526  0.19219637 -0.01582414
 -0.01074438 -0.06620409  0.11651843  0.06760622 -0.3205749   0.0134492
 -0.01975003  0.10130859 -0.05166257 -0.03338307  0.10051139 -0.02566491
  0.26161438  0.04669603  0.08367567 -0.01189199 -0.09195575 -0.03157278
  0.09268898 -0.01776569 -0.06240785 -0.05883185 -0.01252604 -0.03412942
  0.02845743  0.03762127]",3
"[-8.07436630e-02 -3.08417156e-02 -1.40188681e-02  7.22419620e-02
 -1.91307813e-01  3.77193242e-02 -7.66440928e-02  5.31196296e-02
 -1.30645558e-01  2.87765339e-02 -4.88769449e-02  1.13919482e-01
 -1.32155240e-01  2.23137205e-03 -3.17973197e-02  1.84027273e-02
 -2.75516920e-02 -7.69169070e-03  1.71758324e-01  1.37040779e-01
 -8.13063085e-02 -1.22298181e-01  3.70125994e-02  1.47982398e-02
  4.65231948e-02 -2.59167654e-03 -4.53190207e-02  5.47341071e-02
 -1.71890199e-01  5.14589660e-02 -4.01862671e-05 -4.56734970e-02
 -1.62062913e-01 -1.66498601e-01 -1.00565597e-01  1.67703331e-02
 -4.90373336e-02  1.39826342e-01  9.02270805e-03  2.44005374e-03
  6.40979335e-02 -1.04087539e-01 -5.79836071e-02  1.05731428e-01
 -3.74659076e-02 -4.62242700e-02 -1.09956488e-01 -9.03828442e-02
 -4.83653555e-03  1.41502857e-01 -2.20800564e-02 -6.48315474e-02
  2.61936784e-02  9.43644624e-03 -1.05729140e-01  4.66523543e-02
  4.29109745e-02 -6.36173040e-02  6.55782521e-02 -1.32115539e-02
 -2.11331218e-01 -6.00629561e-02 -9.28923022e-03  1.58501379e-02
  7.89222866e-02 -1.23720691e-02 -1.23534977e-01  1.22189544e-01
  7.19325542e-02 -3.71227488e-02 -8.15193355e-02 -1.12223998e-03
  1.22841440e-01  1.50684791e-03 -5.78661785e-02  1.10232741e-01
  6.00692071e-02  9.46561247e-03 -2.92957406e-02  1.00505367e-01
  3.32845449e-02 -1.55441090e-01  1.34285819e-02  1.98416766e-02
 -4.85501252e-02 -4.76578396e-04  9.89319757e-02  6.16258234e-02
 -1.00085177e-01  2.30006333e-02  4.99193147e-02  4.48138788e-02
 -7.62521178e-02  1.79288253e-01 -1.40536979e-01  5.83986938e-02
  4.44814451e-02 -8.99040401e-02 -7.55230337e-02 -1.03485107e-01
  1.96069956e-01 -6.33930927e-03 -6.16170408e-04 -6.63383007e-02
  1.22430481e-01  6.07169829e-02 -3.13551635e-01  2.31150128e-02
 -3.52176651e-02  1.06284425e-01 -4.76629473e-02 -3.14770639e-02
  9.38031524e-02 -2.57412251e-02  2.68604994e-01  5.86227253e-02
  7.57810175e-02 -3.64037487e-03 -9.67727304e-02 -3.97904031e-02
  9.23823938e-02 -3.01584601e-02 -7.42961317e-02 -5.14179766e-02
 -1.76638726e-03 -3.39989550e-02  1.28191821e-02  2.59317532e-02]",64
"[-0.07734883 -0.04099076 -0.01353711  0.07861199 -0.18860401  0.04159642
 -0.06363493  0.05478051 -0.1376684   0.02397756 -0.05235128  0.10583699
 -0.13657323 -0.00842593 -0.02639544  0.02346131 -0.0279061  -0.01689199
  0.17271037  0.13966383 -0.08501697 -0.11933994  0.04990503  0.00805813
  0.03623395 -0.00662634 -0.04793712  0.05649557 -0.17935756  0.04850972
 -0.01232251 -0.04960261 -0.15527356 -0.17123196 -0.10204192  0.02773705
 -0.05480019  0.13114399  0.00379865  0.00172873  0.06791835 -0.09669338
 -0.06304864  0.1079811  -0.03472206 -0.04305184 -0.1138389  -0.08865102
 -0.00631622  0.15318364 -0.01864267 -0.06244888  0.02557535  0.01329617
 -0.10211267  0.05566897  0.04033737 -0.05643852  0.05617573 -0.016632
 -0.21377285 -0.06404731 -0.00867042  0.01643034  0.08556677 -0.00515827
 -0.12165575  0.12371737  0.07196114 -0.043105   -0.08779147 -0.00332924
  0.12025496 -0.0058347  -0.06147808  0.10845356  0.06771824  0.01374116
 -0.02762428  0.10008909  0.01895454 -0.15475732  0.0106023   0.02094649
 -0.05414366 -0.00287595  0.10005895  0.05659548 -0.1030684   0.02519824
  0.0478966   0.04803981 -0.07937358  0.17726958 -0.14344533  0.05779196
  0.02892837 -0.08898884 -0.07353389 -0.11068925  0.19032979 -0.00668577
 -0.00902495 -0.0621532   0.12252168  0.05381964 -0.31617984  0.01774481
 -0.03272551  0.10953193 -0.05892838 -0.0272129   0.09010553 -0.02807896
  0.25813925  0.05299278  0.06865237  0.00051671 -0.09915811 -0.03686104
  0.0871395  -0.02714966 -0.07155075 -0.04563519  0.00274933 -0.03980649
  0.01509374  0.03065717]",9
"[-0.07804301 -0.03798494 -0.01290421  0.06943909 -0.1873398   0.05271645
 -0.05894611  0.05193008 -0.13885693  0.02813091 -0.05387312  0.09917638
 -0.14648655 -0.01308801 -0.01151605  0.02448331 -0.03417611 -0.02237269
  0.15921035  0.13531011 -0.07327481 -0.11339813  0.04078184 -0.01405175
  0.02691486  0.00404095 -0.0451107   0.06169406 -0.18384641  0.05263957
 -0.0061672  -0.05994119 -0.15043803 -0.1719586  -0.10050562  0.023521
 -0.05640095  0.12125144  0.00048503  0.00697453  0.07066948 -0.08565769
 -0.05486203  0.11320704 -0.02921484 -0.04819989 -0.12021997 -0.08405488
 -0.00079179  0.1634721  -0.02298057 -0.0671493   0.02943467  0.00486141
 -0.09845042  0.07293513  0.03406828 -0.06957658  0.0473276  -0.01112743
 -0.21094583 -0.06667772 -0.01067043  0.01140943  0.08423813 -0.00944704
 -0.12912199  0.12100696  0.07882044 -0.04136479 -0.10199096  0.00422796
  0.10771583 -0.02004824 -0.04927761  0.12338226  0.0764349   0.01423164
 -0.02435916  0.10385495  0.01350581 -0.14785908  0.0051193   0.03220927
 -0.06562236 -0.00902147  0.097944    0.05289087 -0.09434316  0.01122439
  0.04035057  0.04888239 -0.07359776  0.18063077 -0.15124252  0.05211372
  0.02373614 -0.08909281 -0.07046199 -0.11737144  0.19069159 -0.01689955
 -0.01939041 -0.06302517  0.11789165  0.06062926 -0.3242689   0.00754947
 -0.02075691  0.10274678 -0.06588495 -0.0210776   0.09519641 -0.03228153
  0.25425214  0.04042628  0.07151762 -0.00527992 -0.10089944 -0.02623739
  0.08383169 -0.01909101 -0.05750779 -0.05191821 -0.01057975 -0.04378784
  0.02342291  0.03943548]",1
"[-7.90271610e-02 -3.89978923e-02 -1.22818733e-02  7.61244744e-02
 -1.89998314e-01  3.93991694e-02 -6.69073015e-02  5.54250628e-02
 -1.36768416e-01  2.64072232e-02 -5.07889837e-02  1.11670449e-01
 -1.34624511e-01 -2.97042541e-03 -3.08652632e-02  2.47882903e-02
 -2.90693827e-02 -1.11944918e-02  1.72806740e-01  1.38113931e-01
 -8.43591988e-02 -1.20376781e-01  4.37787138e-02  1.41075375e-02
  4.05608006e-02 -8.03729426e-03 -4.36148830e-02  5.53624630e-02
 -1.81602806e-01  5.06659597e-02 -8.58154427e-03 -4.91603464e-02
 -1.57205015e-01 -1.68897152e-01 -1.03020802e-01  2.65774913e-02
 -5.61273284e-02  1.35279283e-01  8.05822015e-03 -9.65019397e-04
  6.69798180e-02 -9.95726362e-02 -6.35261387e-02  1.06269181e-01
 -3.63089778e-02 -4.42001633e-02 -1.11225903e-01 -8.80427733e-02
 -1.12480693e-03  1.49006799e-01 -1.92954447e-02 -6.35198280e-02
  2.78760884e-02  1.51870949e-02 -1.03969313e-01  5.24786711e-02
  4.11699489e-02 -5.70137501e-02  6.00519404e-02 -1.82494055e-02
 -2.11615309e-01 -5.93523309e-02 -1.01524601e-02  1.64844431e-02
  8.34740624e-02 -7.04336539e-03 -1.20058760e-01  1.24357529e-01
  6.96292296e-02 -4.17707041e-02 -8.90831277e-02 -4.61782049e-03
  1.20185882e-01 -2.47154897e-03 -5.93967251e-02  1.07459590e-01
  6.34503737e-02  1.33196535e-02 -2.80195698e-02  1.01371989e-01
  2.32713986e-02 -1.54821083e-01  1.14339991e-02  1.92075130e-02
 -5.05290888e-02 -6.07836177e-04  9.91632193e-02  5.49420342e-02
 -1.03179611e-01  2.72367410e-02  4.62430716e-02  4.73434366e-02
 -7.82455504e-02  1.78669497e-01 -1.43480763e-01  5.60058467e-02
  3.40711363e-02 -8.75371918e-02 -7.52593055e-02 -1.09896757e-01
  1.91672876e-01 -7.44550209e-03 -4.18001879e-03 -6.26510382e-02
  1.20449454e-01  5.34939244e-02 -3.15073013e-01  1.79385040e-02
 -3.58382389e-02  1.08862706e-01 -5.51206954e-02 -3.05960421e-02
  9.05773118e-02 -2.67279018e-02  2.60647744e-01  5.46434075e-02
  6.97615966e-02  9.64439765e-04 -9.68688130e-02 -4.20634151e-02
  9.19995382e-02 -2.69260127e-02 -7.46046454e-02 -4.61236574e-02
  1.03333732e-04 -3.57848518e-02  1.59115493e-02  2.83219479e-02]",9
"[-0.07872207 -0.01300833 -0.001869    0.05330303 -0.19091463  0.02861756
 -0.09334619  0.04575211 -0.11421062  0.04688733 -0.05049416  0.11798195
 -0.12590483  0.02466858 -0.03116787  0.01876807 -0.03102545 -0.0016981
  0.1591922   0.13343686 -0.0769173  -0.13815643  0.01205093  0.00631997
  0.04614871  0.00363465 -0.0346183   0.05838094 -0.1618055   0.04921576
  0.01597665 -0.04458176 -0.1644898  -0.16248184 -0.10103625  0.00136809
 -0.03059333  0.15612657  0.01610914  0.00482431  0.06852029 -0.10375537
 -0.05451393  0.09714679 -0.02591883 -0.05150336 -0.11128251 -0.10279237
  0.00454103  0.12481526 -0.03043381 -0.06846776  0.03030815  0.00527412
 -0.11308641  0.03997646  0.03219672 -0.08264148  0.07995987 -0.0036084
 -0.20293084 -0.06188742 -0.00555007  0.01253411  0.07337307 -0.03309092
 -0.12034585  0.11946821  0.08153556 -0.02552869 -0.08199095  0.0057666
  0.11997802  0.01467167 -0.04694471  0.11369592  0.05795672 -0.01666323
 -0.02902737  0.10301478  0.04531854 -0.15854473  0.0011509   0.02303826
 -0.04062451 -0.00202026  0.09589089  0.05625268 -0.09350246  0.01271915
  0.05159724  0.04488121 -0.07339463  0.18122683 -0.12782075  0.05532658
  0.05906647 -0.08924849 -0.08507156 -0.10648166  0.20593202 -0.0135932
  0.0079779  -0.07115619  0.11679409  0.07185136 -0.3136878   0.0208904
 -0.03872138  0.09561855 -0.04013107 -0.02677027  0.09985106 -0.03121035
  0.28016168  0.05680405  0.08003669 -0.00817103 -0.09969852 -0.03931696
  0.09800085 -0.03222495 -0.06987418 -0.0581859  -0.02514003 -0.0289892
  0.00856419  0.01986378]",65
"[-0.07811438 -0.0397942  -0.01107389  0.06987828 -0.18798752  0.03662664
 -0.06746264  0.06178689 -0.13800347  0.03021149 -0.05003798  0.11586015
 -0.14158109  0.00407565 -0.02540657  0.03095686 -0.03535257 -0.00744931
  0.16879638  0.13857624 -0.08157651 -0.1295431   0.03338912  0.0085165
  0.04000556 -0.01013173 -0.03878881  0.04977818 -0.18823206  0.05301737
 -0.0037649  -0.05854839 -0.15146935 -0.16872054 -0.10320931  0.02779377
 -0.06136825  0.13189468  0.0055509  -0.00340884  0.06690451 -0.09484068
 -0.06214464  0.10993819 -0.03469562 -0.05303291 -0.11769075 -0.08450665
  0.01210977  0.14767808 -0.01728682 -0.06627919  0.03332668  0.01971663
 -0.10294545  0.06057667  0.03946132 -0.06537107  0.05911707 -0.0219389
 -0.20742266 -0.05400071 -0.01301403  0.02554313  0.07730678 -0.01403176
 -0.11797683  0.12405737  0.07521463 -0.04090479 -0.09858299 -0.00520476
  0.11462805  0.00252342 -0.04758989  0.10961605  0.06583144  0.00897561
 -0.02773082  0.10562643  0.02388526 -0.14928803  0.00350205  0.02426437
 -0.0532493   0.00296593  0.09454118  0.04576924 -0.09844296  0.02702868
  0.04318932  0.05324661 -0.0734896   0.17627008 -0.14645815  0.05121064
  0.03471644 -0.0859113  -0.07610355 -0.12176583  0.1884724  -0.01126782
 -0.00216124 -0.06006471  0.11416961  0.05824942 -0.31674206  0.01185155
 -0.0345676   0.10649567 -0.05667466 -0.03280763  0.09603094 -0.03163463
  0.25657222  0.04922663  0.0735019  -0.0020666  -0.0944402  -0.04199174
  0.09838567 -0.02112112 -0.07333041 -0.04478947 -0.01826384 -0.03086749
  0.02260825  0.02970655]",60
"[-8.38795975e-02 -3.48678753e-02 -2.54605934e-02  7.84132928e-02
 -1.91163450e-01  4.70100343e-02 -7.18982816e-02  5.59873246e-02
 -1.36928305e-01  1.86707731e-02 -4.57268879e-02  1.10132627e-01
 -1.38784051e-01 -1.11530768e-02 -2.61557326e-02  1.18956184e-02
 -2.61496697e-02 -1.05466386e-02  1.73937812e-01  1.36533573e-01
 -7.59954378e-02 -1.10095806e-01  4.46424000e-02  1.23502342e-02
  4.93332334e-02  2.58299429e-03 -5.42658307e-02  5.19959405e-02
 -1.70499012e-01  5.56646585e-02 -3.83023464e-04 -4.78219651e-02
 -1.61858469e-01 -1.66576535e-01 -9.61572826e-02  1.65202171e-02
 -5.68431728e-02  1.26366258e-01  2.25253566e-03  6.32458832e-03
  5.79998121e-02 -1.03703678e-01 -5.06671518e-02  1.14259787e-01
 -4.53983508e-02 -4.73180450e-02 -1.10583983e-01 -8.02824497e-02
 -1.29494369e-02  1.49768561e-01 -1.97023042e-02 -6.52010813e-02
  2.29151063e-02  3.40565387e-03 -9.94794518e-02  5.33568040e-02
  5.05796857e-02 -6.18411005e-02  5.60148880e-02 -1.34062599e-02
 -2.15122715e-01 -5.97139299e-02 -1.23489965e-02  1.72172263e-02
  7.64562413e-02 -4.26845299e-03 -1.32165909e-01  1.20081015e-01
  7.02023134e-02 -4.02691625e-02 -7.88483024e-02  2.89922173e-04
  1.21843830e-01 -9.58696939e-03 -5.82458153e-02  1.16238296e-01
  6.17267378e-02  2.56464537e-02 -2.94815172e-02  9.89417359e-02
  3.24772373e-02 -1.49263948e-01  2.21237950e-02  2.32041758e-02
 -5.76413199e-02 -1.10136275e-03  9.91323441e-02  7.06174076e-02
 -9.71762016e-02  2.06854064e-02  4.92979810e-02  4.29394357e-02
 -7.29844719e-02  1.78248271e-01 -1.50156066e-01  6.05513081e-02
  4.20302749e-02 -9.26056430e-02 -6.64772540e-02 -9.76667255e-02
  1.91606134e-01 -3.63712665e-03 -7.61653809e-03 -6.62098452e-02
  1.26036003e-01  6.31261021e-02 -3.13505799e-01  2.58333143e-02
 -2.63508577e-02  1.08443081e-01 -4.82162870e-02 -3.37794237e-02
  9.49120224e-02 -2.25802884e-02  2.64589936e-01  5.84901199e-02
  8.04599896e-02 -8.02602712e-03 -9.42900330e-02 -3.27136926e-02
  8.70421976e-02 -2.80389842e-02 -7.11950585e-02 -5.39318174e-02
  7.18893437e-03 -3.69637348e-02  1.68273058e-02  3.17859352e-02]",60
"[-0.07564412 -0.01160951  0.01287122  0.04517957 -0.19036826  0.03933498
 -0.08063535  0.03199958 -0.11339488  0.05706155 -0.05904876  0.1053038
 -0.12494465  0.01877802 -0.02356516  0.0266794  -0.03492957 -0.01422213
  0.14332323  0.12744798 -0.0728709  -0.12834014  0.01061917 -0.01461003
  0.02421838  0.00962607 -0.02379077  0.07725117 -0.17185879  0.04660525
  0.0097709  -0.04777812 -0.16018374 -0.16537695 -0.10637206  0.00467387
 -0.02490881  0.15735644  0.02253628  0.00686155  0.08254034 -0.08998352
 -0.05921137  0.0896941  -0.00998484 -0.04319876 -0.11127321 -0.10956855
  0.00894149  0.13933578 -0.03924655 -0.06962083  0.03450092  0.00056097
 -0.1145182   0.05184517  0.01470883 -0.08454309  0.07381508  0.00369997
 -0.19949904 -0.0714687  -0.00227314 -0.00841374  0.08738893 -0.03320239
 -0.11951267  0.12065165  0.08226145 -0.02545962 -0.10122878  0.01168255
  0.10719776 -0.00406382 -0.04632428  0.12183128  0.06805449 -0.02417461
 -0.02300237  0.10537198  0.02695857 -0.16220559 -0.00782869  0.02729768
 -0.04432521 -0.01487598  0.09881796  0.04513053 -0.09403946  0.00055785
  0.0407972   0.04256395 -0.07717245  0.18984485 -0.12694715  0.04792516
  0.04265245 -0.08523814 -0.08972391 -0.11310688  0.2108396  -0.02770212
 -0.00479914 -0.07192712  0.11155547  0.06381871 -0.32378143  0.0054696
 -0.03461916  0.08902284 -0.05491184 -0.01181161  0.09450899 -0.03480436
  0.27558464  0.04189749  0.066757   -0.00193892 -0.10776092 -0.03585053
  0.09087375 -0.02719612 -0.05562809 -0.06026597 -0.02764029 -0.03922931
  0.010431    0.02608114]",57
"[-8.31840336e-02 -3.44822705e-02 -1.73345190e-02  7.01578707e-02
 -1.90952659e-01  5.38293906e-02 -6.45583272e-02  5.16349822e-02
 -1.38566777e-01  2.62690540e-02 -4.95723300e-02  1.06372029e-01
 -1.43083960e-01 -1.17357317e-02 -1.90320108e-02  1.95926521e-02
 -3.24813314e-02 -1.46816345e-02  1.62433788e-01  1.32434264e-01
 -7.04583600e-02 -1.06657274e-01  3.69826406e-02 -2.12469115e-03
  3.75485569e-02  5.94737940e-03 -4.47437353e-02  6.02752827e-02
 -1.82019979e-01  5.74661009e-02 -6.50792208e-05 -5.55451363e-02
 -1.57283321e-01 -1.67814672e-01 -9.94848162e-02  1.87682603e-02
 -5.86605780e-02  1.24498039e-01  5.52107301e-03  5.98420110e-03
  6.54378831e-02 -9.36882049e-02 -5.16176783e-02  1.12976402e-01
 -3.68495733e-02 -4.77098934e-02 -1.13399871e-01 -8.03480521e-02
 -2.26540258e-03  1.59004346e-01 -2.41980832e-02 -6.82970211e-02
  2.90620811e-02  2.26780446e-03 -9.95802879e-02  6.58447966e-02
  4.05532755e-02 -6.77750930e-02  5.12372516e-02 -1.14903525e-02
 -2.11126566e-01 -6.09193258e-02 -1.32524054e-02  8.86828452e-03
  8.08991417e-02 -7.19746388e-03 -1.32206336e-01  1.20878085e-01
  7.24684224e-02 -3.99737805e-02 -9.69314203e-02  3.58344195e-03
  1.10519975e-01 -2.01876182e-02 -5.06031066e-02  1.24113455e-01
  6.82136342e-02  2.20471993e-02 -2.56999284e-02  1.03395566e-01
  2.27727536e-02 -1.47657976e-01  1.44025143e-02  2.88389008e-02
 -6.21927790e-02 -6.63726404e-03  9.84443277e-02  5.98602407e-02
 -9.45795476e-02  1.30617293e-02  3.97558175e-02  4.40259725e-02
 -7.17518479e-02  1.83584541e-01 -1.54014811e-01  5.29102124e-02
  3.36558595e-02 -8.93345252e-02 -6.88812509e-02 -1.07093878e-01
  1.93276390e-01 -1.47358915e-02 -1.42572112e-02 -6.57237023e-02
  1.19416751e-01  6.11244515e-02 -3.21526140e-01  1.31928129e-02
 -2.24131420e-02  1.03345133e-01 -5.72204739e-02 -2.74585895e-02
  9.52230245e-02 -2.63170339e-02  2.60463655e-01  4.66755889e-02
  7.57333040e-02 -6.48053410e-03 -9.68619883e-02 -3.12964357e-02
  8.72206390e-02 -2.10237131e-02 -6.20896146e-02 -5.55874705e-02
 -3.69870639e-03 -3.98716480e-02  2.31395308e-02  3.70069407e-02]",10
"[-8.03006962e-02 -3.80739272e-02 -1.18349092e-02  7.26495534e-02
 -1.90393239e-01  3.71573009e-02 -6.94450065e-02  5.84878251e-02
 -1.36950836e-01  2.87366007e-02 -4.89360541e-02  1.17687009e-01
 -1.35780081e-01  2.89593451e-03 -3.24483328e-02  2.74442472e-02
 -3.19396928e-02 -5.36255958e-03  1.71952322e-01  1.37047142e-01
 -8.26594383e-02 -1.23504505e-01  3.60276103e-02  1.73837971e-02
  4.43368331e-02 -9.73640382e-03 -3.92381772e-02  5.21025360e-02
 -1.85482204e-01  5.34895211e-02 -4.03459417e-03 -5.20193987e-02
 -1.56816781e-01 -1.66886464e-01 -1.03514805e-01  2.61431821e-02
 -5.96672595e-02  1.36495784e-01  1.01313721e-02 -3.80659522e-03
  6.55829012e-02 -1.00458734e-01 -6.29863888e-02  1.06747150e-01
 -3.78389135e-02 -4.81914841e-02 -1.11245513e-01 -8.55269879e-02
  6.90761581e-03  1.45572007e-01 -1.88018456e-02 -6.52580559e-02
  3.12754251e-02  1.80011541e-02 -1.04641795e-01  5.28750680e-02
  4.20486741e-02 -5.99237271e-02  6.22474477e-02 -2.10087076e-02
 -2.08732665e-01 -5.35501987e-02 -1.25729097e-02  1.99492685e-02
  7.94090033e-02 -1.02224005e-02 -1.18557490e-01  1.24626175e-01
  6.93624616e-02 -4.06881757e-02 -9.28704590e-02 -5.93506498e-03
  1.18368164e-01  1.40850246e-03 -5.38768731e-02  1.07530870e-01
  6.07356280e-02  1.28295133e-02 -2.83277966e-02  1.03655554e-01
  2.70462297e-02 -1.52527049e-01  1.02014495e-02  1.95795894e-02
 -4.90382500e-02  2.58703227e-03  9.68559831e-02  5.12248054e-02
 -1.01544939e-01  2.89583337e-02  4.39469405e-02  4.86595072e-02
 -7.55005106e-02  1.78744450e-01 -1.45156041e-01  5.31808175e-02
  3.83767374e-02 -8.59941021e-02 -7.62345120e-02 -1.12733550e-01
  1.91194639e-01 -8.91965907e-03  1.14999348e-04 -6.20962493e-02
  1.16953366e-01  5.49236648e-02 -3.14477950e-01  1.64352730e-02
 -3.74415033e-02  1.07813917e-01 -5.24409451e-02 -3.44607420e-02
  9.28223506e-02 -2.69734543e-02  2.60932356e-01  5.43625504e-02
  7.22882897e-02  2.97510505e-05 -9.38757285e-02 -4.59042676e-02
  9.77872089e-02 -2.47125849e-02 -7.66962171e-02 -4.60988879e-02
 -7.39917485e-03 -3.09408158e-02  1.90655775e-02  2.71940734e-02]",61
"[-8.43799859e-02 -3.36648524e-02 -2.52391566e-02  7.37939924e-02
 -1.90696537e-01  5.17777614e-02 -6.99990690e-02  5.55480570e-02
 -1.37855142e-01  2.08382439e-02 -4.61882576e-02  1.08070098e-01
 -1.44023746e-01 -1.24659417e-02 -1.92755349e-02  1.29865995e-02
 -2.96514016e-02 -1.22522293e-02  1.67802379e-01  1.34653181e-01
 -7.04397708e-02 -1.08237244e-01  3.93680222e-02  2.44722515e-03
  4.55596969e-02  7.06162024e-03 -5.24298996e-02  5.36547042e-02
 -1.73567772e-01  5.80557324e-02  3.03117232e-03 -5.34260534e-02
 -1.59419224e-01 -1.66880384e-01 -9.55924392e-02  1.47874421e-02
 -5.84977940e-02  1.21746041e-01  7.22950150e-04  8.25091265e-03
  5.90764992e-02 -9.86322761e-02 -4.68740724e-02  1.17118977e-01
 -4.31544036e-02 -5.06129935e-02 -1.13967106e-01 -7.76585937e-02
 -8.93925596e-03  1.54283345e-01 -2.14177798e-02 -6.77057579e-02
  2.53145415e-02  1.84251578e-04 -9.78400484e-02  6.18187524e-02
  4.79177684e-02 -6.84825778e-02  5.20886630e-02 -1.15322741e-02
 -2.13587776e-01 -6.00085929e-02 -1.37353893e-02  1.59360431e-02
  7.51550496e-02 -6.76342845e-03 -1.35444060e-01  1.18995406e-01
  7.35995770e-02 -3.94668728e-02 -8.62802714e-02  3.47423810e-03
  1.15801133e-01 -1.54431863e-02 -5.15890270e-02  1.23220220e-01
  6.56072348e-02  2.58614812e-02 -2.80580185e-02  1.01206191e-01
  3.03865895e-02 -1.45662010e-01  1.91961825e-02  2.86468603e-02
 -6.29950613e-02 -3.30642262e-03  9.77739245e-02  6.81546032e-02
 -9.29120854e-02  1.46465609e-02  4.55079935e-02  4.38566022e-02
 -6.98785484e-02  1.79768935e-01 -1.54322922e-01  5.75006939e-02
  4.00913395e-02 -9.25035924e-02 -6.51869923e-02 -1.01750962e-01
  1.91603228e-01 -8.55610427e-03 -1.18270284e-02 -6.64091855e-02
  1.23386398e-01  6.66280165e-02 -3.17493826e-01  2.07671952e-02
 -2.09967177e-02  1.05333686e-01 -5.12773991e-02 -3.16365808e-02
  9.78298709e-02 -2.47680191e-02  2.62759537e-01  5.25363274e-02
  8.23179185e-02 -1.09205460e-02 -9.46691111e-02 -2.83157099e-02
  8.65597725e-02 -2.38199923e-02 -6.50957450e-02 -5.66875041e-02
 -4.97480738e-04 -3.80405672e-02  2.13920809e-02  3.58188525e-02]",6
